job_id,cell,speaker,pool,reference_wav,transcript,transcript_source,script_class,language,tool,output_path,seed
95,eval_hi,165325,eval,refs/165325.wav,main is pej ko riphresh karoongaa aur risend par klik kartaa hoon aur ham phaail kaa saaiz praapt kar sakte hain,मैं इस पेज को रिफ्रेश करूँगा और रिसेंड पर क्लिक करता हूँ और हम फाइल का साइज़ प्राप्त कर सकते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_165325_00095.wav,7095
96,eval_hi,175522,eval,refs/175522.wav,ab chalie kahte hain ham ise lagbhag poornaank das laakh banaa dete hain das laakh bytes vaastav men ek,अब चलिए कहते हैं हम इसे लगभग पूर्णांक दस लाख बना देते हैं दस लाख bytes वास्तव में एक,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00096.wav,7096
97,eval_hi,232748,eval,refs/232748.wav,maaf keejiye das laakh bits ek megaabaaeet hotaa hai myfile vaastav men ek megaabaaeet hai,माफ़ कीजिये दस लाख बिट्स एक मेगाबाईट होता है myfile वास्तव में एक मेगाबाईट है,mostly_devanagari,hi,tortoise,outputs/tortoise_232748_00097.wav,7097
98,eval_hi,238121,eval,refs/238121.wav,atah yahaan das laakh megaabaait detaa hai,अतः यहाँ दस लाख मेगाबाइट डेटा है,mostly_devanagari,hi,tortoise,outputs/tortoise_238121_00098.wav,7098
99,eval_hi,386410,eval,refs/386410.wav,atah chalie ise saaiz naamak veriebal men sev karte hain theek hai,अतः चलिए इसे साइज़ नामक वेरिएबल में सेव करते हैं ठीक है,mostly_devanagari,hi,tortoise,outputs/tortoise_386410_00099.wav,7099
100,eval_hi,541916,eval,refs/541916.wav,sahee hai phir aglaa kaaphee zarooree hai jo hai temporary name,सही है फिर अगला काफी ज़रूरी है जो है temporary name,mixed,hi,tortoise,outputs/tortoise_541916_00100.wav,7100
101,eval_hi,577537,eval,refs/577537.wav,yah thoraa alag likhaa jaataa hai jaise temp ko sankshipt karke tmp aur phir andaraskor aur name,यह थोड़ा अलग लिखा जाता है जैसे टेम्प को संक्षिप्त करके tmp और फिर अंडरस्कोर और name,mostly_devanagari,hi,tortoise,outputs/tortoise_577537_00101.wav,7101
102,eval_hi,581145,eval,refs/581145.wav,resend par klik karen aur aap dekh sakte hain ki yah ek xampp men jamaa ho gayaa hai kyonki main is eplikeshan  kaa istemaal kar rahaa hoon,resend पर क्लिक करें और आप देख सकते हैं कि यह एक xampp में जमा हो गया है क्योंकि मैं इस एप्लिकेशन  का इस्तेमाल कर रहा हूँ,mostly_devanagari,hi,tortoise,outputs/tortoise_581145_00102.wav,7102
103,eval_hi,596505,eval,refs/596505.wav,kintu yadi aap apache istemaal kar rahe hain to aap php khud se sanchay kar sakte hain,किन्तु यदि आप apache इस्तेमाल कर रहे हैं तो आप php खुद से संचय कर सकते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_596505_00103.wav,7103
104,eval_hi,945728,eval,refs/945728.wav,aapke paas yahaan apache hogaa iske aage aapkee asthaayee phaail kaa naam hogaa,आपके पास यहाँ apache होगा इसके आगे आपकी अस्थायी फाइल का नाम होगा,mostly_devanagari,hi,tortoise,outputs/tortoise_945728_00104.wav,7104
105,eval_hi,976811,eval,refs/976811.wav,aap dekh sakte hain yah naam niruddeshyataa se utpann huaa hai jiske paas tmp ekstenshan hai,आप देख सकते हैं यह नाम निरुद्देश्यता से उत्पन्न हुआ है जिसके पास tmp एक्स्टेंशन है,mostly_devanagari,hi,tortoise,outputs/tortoise_976811_00105.wav,7105
106,eval_hi,111627,eval,refs/111627.wav,kintu abhee yah hamaare lie nirarthak hai,किन्तु अभी यह हमारे लिए निरर्थक है,mostly_devanagari,hi,tortoise,outputs/tortoise_111627_00106.wav,7106
107,eval_hi,121073,eval,refs/121073.wav,atah ham ise temp file yaa temp ke roop men sanchit kar sakte hain ise sankshipt rakhne ke lie ise temp likhte hain,अतः हम इसे temp file या temp के रूप में संचित कर सकते हैं इसे संक्षिप्त रखने के लिए इसे temp लिखते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_121073_00107.wav,7107
108,eval_hi,136325,eval,refs/136325.wav,aur antim error hai ab mooltah yadi sabkuchh sahee hai to yah shoony eko karegaa,और अंतिम error है अब मूलतः यदि सबकुछ सही है तो यह शून्य एको करेगा,mostly_devanagari,hi,tortoise,outputs/tortoise_136325_00108.wav,7108
109,eval_hi,146859,eval,refs/146859.wav,phir se kopeepest aur isko error men badlie,फिर से कॉपीपेस्ट और इसको error में बदलिए,mostly_devanagari,hi,tortoise,outputs/tortoise_146859_00109.wav,7109
110,eval_hi,165325,eval,refs/165325.wav,hamen abhee shoony milnaa chaahie kyonki sabkuchh sahee se likhaa gayaa hai,हमें अभी शून्य मिलना चाहिए क्योंकि सबकुछ सही से लिखा गया है,mostly_devanagari,hi,tortoise,outputs/tortoise_165325_00110.wav,7110
111,eval_hi,175522,eval,refs/175522.wav,aur yah kabhee bhee rinaatmaknigetiv velyoo naheen hogee,और यह कभी भी ऋणात्मकनिगेटिव वेल्यू नहीं होगी,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00111.wav,7111
112,eval_hi,232748,eval,refs/232748.wav,yadi yah shoony se adhik hai iskaa matlab yah ek erarerror kod de rahaa hai jiskaa mool roop se matlab hai ki aapke paas ek erarerror hai,यदि यह शून्य से अधिक है इसका मतलब यह एक एररerror कोड दे रहा है जिसका मूल रूप से मतलब है कि आपके पास एक एररerror है,mostly_devanagari,hi,tortoise,outputs/tortoise_232748_00112.wav,7112
113,eval_hi,238121,eval,refs/238121.wav,aur chalie kahte hain ham isko error naamak veriebal men sanchit karenge,और चलिए कहते हैं हम इसको error नामक वेरिएबल में संचित करेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_238121_00113.wav,7113
114,eval_hi,386410,eval,refs/386410.wav,aur ham kyaa karenge ki ham is error veriebal ko istemaal karenge yah dekhne ke lie ki yadi yahaan koee erarserrors hain,और हम क्या करेंगे कि हम इस error वेरिएबल को इस्तेमाल करेंगे यह देखने के लिए कि यदि यहाँ कोई एरर्सerrors हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_386410_00114.wav,7114
115,eval_hi,541916,eval,refs/541916.wav,yadi yahaan par erarserrors hain tab ham ise ekoecho karenge aur erarerror kod istemaal karenge,यदि यहाँ पर एरर्सerrors हैं तब हम इसे एकोecho करेंगे और एररerror कोड इस्तेमाल करेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_541916_00115.wav,7115
116,eval_hi,577537,eval,refs/577537.wav,synfig kaa upyog karke basic bone animation ke is spokan tyootoriyal men aapkaa svaagat hai,synfig का उपयोग करके basic bone animation के इस स्पोकन ट्यूटोरियल में आपका स्वागत है,mixed,hi,tortoise,outputs/tortoise_577537_00116.wav,7116
117,eval_hi,581145,eval,refs/581145.wav,is tyootoriyal men ham synfig men skeleton  opshan kaa upyog karke ek kairektar ko eneemet karnaa seekhenge,इस ट्यूटोरियल में हम synfig में skeleton  ऑप्शन का उपयोग करके एक कैरेक्टर को एनीमेट करना सीखेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_581145_00117.wav,7117
118,eval_hi,596505,eval,refs/596505.wav,shareer men bones jornaa aur bones ko eneemet karnaa,शरीर में bones जोड़ना और bones को एनीमेट करना,mixed,hi,tortoise,outputs/tortoise_596505_00118.wav,7118
119,eval_hi,945728,eval,refs/945728.wav,ab aaie shuroo karte hain ham synfig men hain,अब आइए शुरू करते हैं हम synfig में हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_945728_00119.wav,7119
120,eval_hi,976811,eval,refs/976811.wav,main synfigcharacter  phaail kholoongee jo meree masheen par sev hai,मैं synfigcharacter  फाइल खोलूंगी जो मेरी मशीन पर सेव है,mixed,hi,tortoise,outputs/tortoise_976811_00120.wav,7120
121,eval_hi,111627,eval,refs/111627.wav,yah faail aapko code files  link men mil jaaegee kripyaa ise daaunlod karke upyog karen,यह फ़ाइल आपको code files  लिंक में मिल जाएगी कृपया इसे डाउनलोड करके उपयोग करें,mostly_devanagari,hi,tortoise,outputs/tortoise_111627_00121.wav,7121
122,eval_hi,121073,eval,refs/121073.wav,sunishchit karen ki shareer ke sabhee hisse alagalag leyar men hon,सुनिश्चित करें कि शरीर के सभी हिस्से अलगअलग लेयर में हों,mostly_devanagari,hi,tortoise,outputs/tortoise_121073_00122.wav,7122
123,eval_hi,136325,eval,refs/136325.wav,ab ham skeleton kaa upyog karke nishchit joron ke saath shareer ke oopree bhaag ko rig karnaa seekhenge,अब हम skeleton का उपयोग करके निश्चित जोड़ों के साथ शरीर के ऊपरी भाग को रिग करना सीखेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_136325_00123.wav,7123
124,eval_hi,146859,eval,refs/146859.wav,iske lie hamen in teen leyron ko grup karne aur ise lhand naam dene kee aavashyaktaa hai,इसके लिए हमें इन तीन लेयरों को ग्रुप करने और इसे lhand नाम देने की आवश्यकता है,mostly_devanagari,hi,tortoise,outputs/tortoise_146859_00124.wav,7124
125,eval_hi,165325,eval,refs/165325.wav,in group layers ko yahaan dikhaae gae anusaar lhand rhand head neck aur trunk naam den,इन group layers को यहाँ दिखाए गए अनुसार lhand rhand head neck और trunk नाम दें,mixed,hi,tortoise,outputs/tortoise_165325_00125.wav,7125
126,eval_hi,175522,eval,refs/175522.wav,aaie save as  vikalp kaa upyog karke is phaail ko sev karte hain,आइए save as  विकल्प का उपयोग करके इस फाइल को सेव करते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00126.wav,7126
127,eval_hi,232748,eval,refs/232748.wav,file par jaaen aur save as par klik karen,file पर जाएं और save as पर क्लिक करें,mixed,hi,tortoise,outputs/tortoise_232748_00127.wav,7127
128,eval_hi,238121,eval,refs/238121.wav,apnee pasandeedaa lokeshan chunen aur phir faail ke naam men basic hyphen bone hyphen animation taaip karen,अपनी पसंदीदा लोकेशन चुनें और फिर फ़ाइल के नाम में basic hyphen bone hyphen animation टाइप करें,mixed,hi,tortoise,outputs/tortoise_238121_00128.wav,7128
129,eval_hi,386410,eval,refs/386410.wav,in sabhee grup kee gaee layers kaa ek aur samooh banaaen aur ise character naam den,इन सभी ग्रुप की गई layers का एक और समूह बनाएं और इसे character नाम दें,mixed,hi,tortoise,outputs/tortoise_386410_00129.wav,7129
130,eval_hi,541916,eval,refs/541916.wav,ab tribhujaakaar aakriti par klik karke character samooh ko kholen,अब त्रिभुजाकार आकृति पर क्लिक करके character समूह को खोलें,mostly_devanagari,hi,tortoise,outputs/tortoise_541916_00130.wav,7130
131,eval_hi,577537,eval,refs/577537.wav,character layer kee sheersh leyar par raaitaklik karen,character layer की शीर्ष लेयर पर राइटक्लिक करें,mixed,hi,tortoise,outputs/tortoise_577537_00131.wav,7131
132,eval_hi,581145,eval,refs/581145.wav,new layer phir other par jaaen aur skeleton par klik karen,new layer फिर other पर जाएं और skeleton पर क्लिक करें,mixed,hi,tortoise,outputs/tortoise_581145_00132.wav,7132
133,eval_hi,596505,eval,refs/596505.wav,transform tool  par klik karen aur bone kaa haraa bindu chunen,transform tool  पर क्लिक करें और bone का हरा बिंदु चुनें,mixed,hi,tortoise,outputs/tortoise_596505_00133.wav,7133
134,eval_hi,945728,eval,refs/945728.wav,maaus ko dabaakar draig karen aur bone ko kairektar ke trunk bhaag men le jaaen,माउस को दबाकर ड्रैग करें और bone को कैरेक्टर के trunk भाग में ले जाएं,mostly_devanagari,hi,tortoise,outputs/tortoise_945728_00134.wav,7134
135,eval_hi,976811,eval,refs/976811.wav,phir bone kee lambaaee samaayojit karne ke lie bone ke orange bindu kaa upyog karen,फिर bone की लंबाई समायोजित करने के लिए bone के orange बिंदु का उपयोग करें,mixed,hi,tortoise,outputs/tortoise_976811_00135.wav,7135
136,eval_hi,111627,eval,refs/111627.wav,iske baad bone ke naarangee bindu par raaitaklik karen,इसके बाद bone के नारंगी बिंदु पर राइटक्लिक करें,mostly_devanagari,hi,tortoise,outputs/tortoise_111627_00136.wav,7136
137,eval_hi,121073,eval,refs/121073.wav,aur phir create child bone vikalp par klik karen,और फिर create child bone विकल्प पर क्लिक करें,mixed,hi,tortoise,outputs/tortoise_121073_00137.wav,7137
138,eval_hi,136325,eval,refs/136325.wav,poorv men bataae gae anusaar trunk ke oopree bhaag men child bone kee lambaaee samaayojit karen,पूर्व में बताए गए अनुसार trunk के ऊपरी भाग में child bone की लंबाई समायोजित करें,mixed,hi,tortoise,outputs/tortoise_136325_00138.wav,7138
139,eval_hi,146859,eval,refs/146859.wav,isee tarah gardan sir aur haathon ke lie bones  ko joren aur samaayojit karen,इसी तरह गर्दन सिर और हाथों के लिए bones  को जोड़ें और समायोजित करें,mostly_devanagari,hi,tortoise,outputs/tortoise_146859_00139.wav,7139
140,eval_hi,165325,eval,refs/165325.wav,ab skeleton layer ko shareer ke andar rakh diyaa gayaa hai,अब skeleton layer को शरीर के अंदर रख दिया गया है,mixed,hi,tortoise,outputs/tortoise_165325_00140.wav,7140
141,eval_hi,175522,eval,refs/175522.wav,phir ham bones ko shareer ke pratyek hisse se jorenge,फिर हम bones को शरीर के प्रत्येक हिस्से से जोड़ेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00141.wav,7141
142,eval_hi,232748,eval,refs/232748.wav,iske lie layers panel par jaaen rupperarm layer par raaitaklik karen aur phir select all child layers par klik karen,इसके लिए layers panel पर जाएं rupperarm layer पर राइटक्लिक करें और फिर select all child layers पर क्लिक करें,mixed,hi,tortoise,outputs/tortoise_232748_00142.wav,7142
143,eval_hi,238121,eval,refs/238121.wav,canvas par jaaen shift kunjee kaa upyog karke daaeen oopree bhujaa ke sabhee nods chunne ke lie maaus ko dabaakar draig karen,canvas पर जाएं shift कुंजी का उपयोग करके दाईं ऊपरी भुजा के सभी नोड्स चुनने के लिए माउस को दबाकर ड्रैग करें,mostly_devanagari,hi,tortoise,outputs/tortoise_238121_00143.wav,7143
144,eval_hi,386410,eval,refs/386410.wav,ctrl  kunjee dabaaen aur phir skeleton layer chunen,ctrl  कुंजी दबाएं और फिर skeleton layer चुनें,mixed,hi,tortoise,outputs/tortoise_386410_00144.wav,7144
145,eval_hi,541916,eval,refs/541916.wav,rupperarm kee bone ke kisee bhee node par raait klik karen,rupperarm की bone के किसी भी node पर राइट क्लिक करें,mixed,hi,tortoise,outputs/tortoise_541916_00145.wav,7145
146,eval_hi,577537,eval,refs/577537.wav,isee tarah hamen link to bone  kaa upyog karke shareer ke har hisse ko iske sangat bone se link karnaa hogaa,इसी तरह हमें link to bone  का उपयोग करके शरीर के हर हिस्से को इसके संगत bone से लिंक करना होगा,mostly_devanagari,hi,tortoise,outputs/tortoise_577537_00146.wav,7146
147,eval_hi,581145,eval,refs/581145.wav,shareer ke har hisse ko skeleton se joraa jaanaa chaahie,शरीर के हर हिस्से को skeleton से जोड़ा जाना चाहिए,mixed,hi,tortoise,outputs/tortoise_581145_00147.wav,7147
148,eval_hi,596505,eval,refs/596505.wav,iske baad hee ham bones kaa upyog karke shareer ke sabhee hisson ko eneemet kar sakte hain,इसके बाद ही हम bones का उपयोग करके शरीर के सभी हिस्सों को एनीमेट कर सकते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_596505_00148.wav,7148
149,eval_hi,945728,eval,refs/945728.wav,faail ko sev karne ke lie ctrl aur s kunjee dabaaen,फ़ाइल को सेव करने के लिए ctrl और s कुंजी दबाएँ,mostly_devanagari,hi,tortoise,outputs/tortoise_945728_00149.wav,7149
150,eval_hi,976811,eval,refs/976811.wav,aaie ab eneemet karnaa shuroo karte hain,आइए अब एनीमेट करना शुरू करते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_976811_00150.wav,7150
151,eval_hi,111627,eval,refs/111627.wav,layers panel  par jaaen aur  skeleton layer chunen,layers panel  पर जाएं और  skeleton layer चुनें,mixed,hi,tortoise,outputs/tortoise_111627_00151.wav,7151
152,eval_hi,121073,eval,refs/121073.wav,animate editing mode aaikon ko  on  karen,animate editing mode आइकॉन को  on  करें,mixed,hi,tortoise,outputs/tortoise_121073_00152.wav,7152
153,eval_hi,136325,eval,refs/136325.wav,vibhinn rangeen binduon kaa nireekshan karen,विभिन्न रंगीन बिंदुओं का निरीक्षण करें,mostly_devanagari,hi,tortoise,outputs/tortoise_136325_00153.wav,7153
154,eval_hi,146859,eval,refs/146859.wav,aur haraa bindu skeleton men visthaapan ke lie hai,और हरा बिंदु skeleton में विस्थापन के लिए है,mixed,hi,tortoise,outputs/tortoise_146859_00154.wav,7154
155,eval_hi,165325,eval,refs/165325.wav,bone kaa neelaa bindu chunen jo daaen haath ke nichlee bhujaa vaale hisse men hai,bone का नीला बिंदु चुनें जो दाएं हाथ के निचली भुजा वाले हिस्से में है,mostly_devanagari,hi,tortoise,outputs/tortoise_165325_00155.wav,7155
156,eval_hi,175522,eval,refs/175522.wav,dikhaae gae anusaar neele bindu ko sthaanaantarit karke nichlee bhujaa bone ko khiskaaen,दिखाए गए अनुसार नीले बिंदु को स्थानांतरित करके निचली भुजा bone को खिसकाएँ,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00156.wav,7156
157,eval_hi,232748,eval,refs/232748.wav,canvas  par vaapas jaaen aur nichlee bhujaa bone ko dikhaae gae anusaar khiskaaen,canvas  पर वापस जाएं और निचली भुजा bone को दिखाए गए अनुसार खिसकाएँ,mostly_devanagari,hi,tortoise,outputs/tortoise_232748_00157.wav,7157
158,eval_hi,238121,eval,refs/238121.wav,phir usee phrem par hathelee bone kaa neelaa bindu chunen,फिर उसी फ्रेम पर हथेली bone का नीला बिंदु चुनें,mostly_devanagari,hi,tortoise,outputs/tortoise_238121_00158.wav,7158
159,eval_hi,386410,eval,refs/386410.wav,phir hathelee bone ko dikhaae gae anusaar khiskaaen,फिर हथेली bone को दिखाए गए अनुसार खिसकाएँ,mostly_devanagari,hi,tortoise,outputs/tortoise_386410_00159.wav,7159
160,eval_hi,541916,eval,refs/541916.wav,ham lhand  ko isee tarah eneemet karenge,हम lhand  को इसी तरह एनीमेट करेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_541916_00160.wav,7160
161,eval_hi,577537,eval,refs/577537.wav,canvas  par vaapas jaaen aur baaen haath kee nichlee bhujaa bone kaa neelaa bindu chunen,canvas  पर वापस जाएं और बाएँ हाथ की निचली भुजा bone का नीला बिंदु चुनें,mostly_devanagari,hi,tortoise,outputs/tortoise_577537_00161.wav,7161
162,eval_hi,581145,eval,refs/581145.wav,neele bindu ko draig karen aur baaen haath kee nichlee bhujaa bone ko dikhaae gae anusaar khiskaaen,नीले बिंदु को ड्रैग करें और बाएँ हाथ की निचली भुजा bone को दिखाए गए अनुसार खिसकाएँ,mostly_devanagari,hi,tortoise,outputs/tortoise_581145_00162.wav,7162
163,eval_hi,596505,eval,refs/596505.wav,ant men turn off animate editing mode aaikon par klik karen,अंत में turn off animate editing mode आइकॉन पर क्लिक करें,mixed,hi,tortoise,outputs/tortoise_596505_00163.wav,7163
164,eval_hi,945728,eval,refs/945728.wav,canvas ke nichle hisse men seek to begin par klik karen,canvas के निचले हिस्से में seek to begin पर क्लिक करें,mixed,hi,tortoise,outputs/tortoise_945728_00164.wav,7164
165,eval_hi,976811,eval,refs/976811.wav,play batan par klik karke eneemeshan chalaaen,play बटन पर क्लिक करके एनीमेशन चलाएं,mostly_devanagari,hi,tortoise,outputs/tortoise_976811_00165.wav,7165
166,eval_hi,111627,eval,refs/111627.wav,file par jaaen aur phir preview par klik karen,file पर जाएं और फिर preview पर क्लिक करें,mixed,hi,tortoise,outputs/tortoise_111627_00166.wav,7166
167,eval_hi,121073,eval,refs/121073.wav,preview batan par klik karen aur phir play batan par klik karen,preview बटन पर क्लिक करें और फिर play बटन पर क्लिक करें,mixed,hi,tortoise,outputs/tortoise_121073_00167.wav,7167
168,eval_hi,136325,eval,refs/136325.wav,ham skreen par eneemeshan kaa poorvaavlokan dekh sakte hain,हम स्क्रीन पर एनीमेशन का पूर्वावलोकन देख सकते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_136325_00168.wav,7168
169,eval_hi,146859,eval,refs/146859.wav,aisaa karne ke lie file par aur phir render par klik karen,ऐसा करने के लिए file पर और फिर render पर क्लिक करें,mixed,hi,tortoise,outputs/tortoise_146859_00169.wav,7169
170,eval_hi,165325,eval,refs/165325.wav,choose par klik karen aur save render as vindo kholen,choose पर क्लिक करें और save render as विंडो खोलें,mixed,hi,tortoise,outputs/tortoise_165325_00170.wav,7170
171,eval_hi,175522,eval,refs/175522.wav,faail sev karne ke lie lokeshan chunen mainne desktop chunaa hai,फ़ाइल सेव करने के लिए लोकेशन चुनें मैंने desktop चुना है,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00171.wav,7171
172,eval_hi,232748,eval,refs/232748.wav,faail kaa naam badalkar basic hyphen bone hyphen animation dot avi karen,फ़ाइल का नाम बदलकर basic hyphen bone hyphen animation dot avi करें,mixed,hi,tortoise,outputs/tortoise_232748_00172.wav,7172
173,eval_hi,238121,eval,refs/238121.wav,target dropdaaun menoo par klik karen aur eksatenshan ke roop men  ffmpeg chunen,target ड्रॉपडाउन मेनू पर क्लिक करें और एक्सटेंशन के रूप में  ffmpeg चुनें,mostly_devanagari,hi,tortoise,outputs/tortoise_238121_00173.wav,7173
174,eval_hi,386410,eval,refs/386410.wav,ab hamaare eneemeshan ko chalaakar dekhte hain,अब हमारे एनीमेशन को चलाकर देखते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_386410_00174.wav,7174
175,eval_hi,541916,eval,refs/541916.wav,desktop  par jaaen aur  basicboneanimation avi chunen,desktop  पर जाएँ और  basicboneanimation avi चुनें,mixed,hi,tortoise,outputs/tortoise_541916_00175.wav,7175
176,eval_hi,577537,eval,refs/577537.wav,raaitaklik karen aur  firefox  veb braauzar kaa upyog karke eneemeshan chalaaen,राइटक्लिक करें और  firefox  वेब ब्राउज़र का उपयोग करके एनीमेशन चलाएं,mostly_devanagari,hi,tortoise,outputs/tortoise_577537_00176.wav,7176
177,eval_hi,581145,eval,refs/581145.wav,iske saath hee yah tyootoriyal samaapt hotaa hai aaie saaraanshit karte hain,इसके साथ ही यह ट्यूटोरियल समाप्त होता है आइए सारांशित करते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_581145_00177.wav,7177
178,eval_hi,596505,eval,refs/596505.wav,is tyootoriyal men hamne synfig men saadhaaran bone  eneemeshan ke baare men seekhaa,इस ट्यूटोरियल में हमने synfig में साधारण bone  एनीमेशन के बारे में सीखा,mostly_devanagari,hi,tortoise,outputs/tortoise_596505_00178.wav,7178
179,eval_hi,945728,eval,refs/945728.wav,hamne bones jornaa bones  ko shareer men jornaa aur bones  ko enimet karnaa bhee seekhaa,हमने bones जोड़ना bones  को शरीर में जोड़ना और bones  को एनिमेट करना भी सीखा,mixed,hi,tortoise,outputs/tortoise_945728_00179.wav,7179
180,eval_hi,976811,eval,refs/976811.wav,code files link men aapko pradaan kee gaee synfig faail kholen,code files लिंक में आपको प्रदान की गई synfig फ़ाइल खोलें,mixed,hi,tortoise,outputs/tortoise_976811_00180.wav,7180
181,eval_hi,111627,eval,refs/111627.wav,aapkaa poorn kiyaa huaa asaainment aisaa dikhaaee denaa chaahie,आपका पूर्ण किया हुआ असाइनमेंट ऐसा दिखाई देना चाहिए,mostly_devanagari,hi,tortoise,outputs/tortoise_111627_00181.wav,7181
182,eval_hi,121073,eval,refs/121073.wav,nimnalikhit link par maujood veediyo spokan tyootoriyal projekt ko saaraanshit kartaa hai kripyaa ise dekhen,निम्नलिखित लिंक पर मौजूद वीडियो स्पोकन ट्यूटोरियल प्रोजेक्ट को सारांशित करता है कृपया इसे देखें,mostly_devanagari,hi,tortoise,outputs/tortoise_121073_00182.wav,7182
183,eval_hi,136325,eval,refs/136325.wav,ham spokan tyootoriyals kaa upyog karke kaaryashaalaaen aayojit karte hain aur pramaan patr dete hain kripyaa hamse sampark karen,हम स्पोकन ट्यूटोरियल्स का उपयोग करके कार्यशालाएं आयोजित करते हैं और प्रमाण पत्र देते हैं कृपया हमसे संपर्क करें,mostly_devanagari,hi,tortoise,outputs/tortoise_136325_00183.wav,7183
184,eval_hi,146859,eval,refs/146859.wav,kripyaa apne samaybaddh prashn is foram men bhejen,कृपया अपने समयबद्ध प्रश्न इस फ़ोरम में भेजें,mostly_devanagari,hi,tortoise,outputs/tortoise_146859_00184.wav,7184
185,eval_hi,165325,eval,refs/165325.wav,spoken tutorial project nmeict mhrd bhaarat sarkaar dvaaraa vittaposhit hai,spoken tutorial project nmeict mhrd भारत सरकार द्वारा वित्तपोषित है,mixed,hi,tortoise,outputs/tortoise_165325_00185.wav,7185
186,eval_hi,175522,eval,refs/175522.wav,yah tyootoriyal in amit kumaar dvaaraa  anuvaadit hai aaee aaee tee bombe se main jyoti solankee aapse vidaa letee hoon hamse jurne ke lie dhanyavaad,यह ट्यूटोरियल इं अमित कुमार द्वारा  अनुवादित है आई आई टी बॉम्बे से मैं ज्योति सोलंकी आपसे विदा लेती हूँ हमसे जुड़ने के लिए धन्यवाद,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00186.wav,7186
187,eval_hi,232748,eval,refs/232748.wav,vector data styling in qgis par spokan tyootoriyal men aapkaa svaagat hai,vector data styling in qgis पर स्पोकन ट्यूटोरियल में आपका स्वागत है,mixed,hi,tortoise,outputs/tortoise_232748_00187.wav,7187
188,eval_hi,238121,eval,refs/238121.wav,single symbol staailing   categorized staailing graduated staailing aur,single symbol स्टाइलिंग   categorized स्टाइलिंग graduated स्टाइलिंग और,mixed,hi,tortoise,outputs/tortoise_238121_00188.wav,7188
189,eval_hi,386410,eval,refs/386410.wav,labeling pheechars kaa upyog karke vektar detaa ko staail karnaa,labeling फीचर्स का उपयोग करके वेक्टर डेटा को स्टाइल करना,mostly_devanagari,hi,tortoise,outputs/tortoise_386410_00189.wav,7189
190,eval_hi,541916,eval,refs/541916.wav,is tutorial ko record karne ke lie main upyog kar rahee hoon,इस tutorial को record करने के लिए मैं उपयोग कर रही हूँ,mixed,hi,tortoise,outputs/tortoise_541916_00190.wav,7190
191,eval_hi,577537,eval,refs/577537.wav,is tyootoriyal kaa anukran karne ke lie aapko qgis intarphes se parichit honaa chaahie,इस ट्यूटोरियल का अनुकरण करने के लिए आपको qgis इंटरफेस से परिचित होना चाहिए,mostly_devanagari,hi,tortoise,outputs/tortoise_577537_00191.wav,7191
192,eval_hi,581145,eval,refs/581145.wav,yadi naheen to sambandhit tyootoriyal ke lie kripyaa hamaaree vebsaait par jaaen,यदि नहीं तो संबंधित ट्यूटोरियल के लिए कृपया हमारी वेबसाइट पर जाएं,mostly_devanagari,hi,tortoise,outputs/tortoise_581145_00192.wav,7192
193,eval_hi,596505,eval,refs/596505.wav,is tyootoriyal kaa abhyaas karne ke lie aapko pleyar ke neeche sthit code files link men die gae pholdar ko daaunlor karne kee aavashyaktaa hai,इस ट्यूटोरियल का अभ्यास करने के लिए आपको प्लेयर के नीचे स्थित code files लिंक में दिए गए फोल्डर को डाउनलोड़ करने की आवश्यकता है,mostly_devanagari,hi,tortoise,outputs/tortoise_596505_00193.wav,7193
194,eval_hi,945728,eval,refs/945728.wav,daaunlor kee gaee zip phaail ke kantents ko ekstraikt karen,डाउनलोड़ की गई zip फाइल के कंटेंट्स को एक्स्ट्रैक्ट करें,mostly_devanagari,hi,tortoise,outputs/tortoise_945728_00194.wav,7194
195,eval_hi,976811,eval,refs/976811.wav,ekstraikt kie gae pholdar men worldshp phaail par jaaen,एक्स्ट्रैक्ट किए गए फोल्डर में worldshp फाइल पर जाएं,mostly_devanagari,hi,tortoise,outputs/tortoise_976811_00195.wav,7195
