filepath,label,language,speaker,source,tool,condition,split,score
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5101880.flac,spoof,en,LA_0039,asvspoof2019_la,A11,clean,eval,0.9927324652671814
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1076953.flac,spoof,en,LA_0041,asvspoof2019_la,A18,clean,eval,0.9933670163154602
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8778041.flac,spoof,en,LA_0001,asvspoof2019_la,A15,clean,eval,0.9820912480354309
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5431451.flac,spoof,en,LA_0017,asvspoof2019_la,A10,clean,eval,0.9933784604072571
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8726612.flac,spoof,en,LA_0044,asvspoof2019_la,A15,clean,eval,0.9916763305664062
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4793586.flac,spoof,en,LA_0010,asvspoof2019_la,A13,clean,eval,0.9945981502532959
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1909893.flac,spoof,en,LA_0004,asvspoof2019_la,A10,clean,eval,0.9836223721504211
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9972182.flac,spoof,en,LA_0041,asvspoof2019_la,A13,clean,eval,0.9901126623153687
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9474889.flac,spoof,en,LA_0004,asvspoof2019_la,A09,clean,eval,0.9869195818901062
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9848538.flac,spoof,en,LA_0014,asvspoof2019_la,A08,clean,eval,0.9923815131187439
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9352500.flac,spoof,en,LA_0018,asvspoof2019_la,A10,clean,eval,0.9941946864128113
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9566834.flac,spoof,en,LA_0012,asvspoof2019_la,A15,clean,eval,0.994599461555481
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9048966.flac,spoof,en,LA_0025,asvspoof2019_la,A10,clean,eval,0.9948764443397522
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_2054766.flac,spoof,en,LA_0042,asvspoof2019_la,A12,clean,eval,0.9911435842514038
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1428436.flac,spoof,en,LA_0009,asvspoof2019_la,A13,clean,eval,0.9948956370353699
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1483224.flac,spoof,en,LA_0027,asvspoof2019_la,A09,clean,eval,0.9834270477294922
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3606086.flac,spoof,en,LA_0019,asvspoof2019_la,A08,clean,eval,0.9892235994338989
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8654771.flac,spoof,en,LA_0041,asvspoof2019_la,A15,clean,eval,0.9948074221611023
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6247706.flac,spoof,en,LA_0024,asvspoof2019_la,A16,clean,eval,0.9680889844894409
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9629099.flac,spoof,en,LA_0004,asvspoof2019_la,A12,clean,eval,0.9847646355628967
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9370428.flac,spoof,en,LA_0014,asvspoof2019_la,A17,clean,eval,0.9945687055587769
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3070648.flac,spoof,en,LA_0037,asvspoof2019_la,A07,clean,eval,0.9810985922813416
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4143301.flac,spoof,en,LA_0022,asvspoof2019_la,A07,clean,eval,0.9936916828155518
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_2020796.flac,spoof,en,LA_0035,asvspoof2019_la,A08,clean,eval,0.9797565340995789
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7656261.flac,bonafide,en,LA_0024,asvspoof2019_la,none,clean,eval,0.9927070736885071
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1952486.flac,spoof,en,LA_0025,asvspoof2019_la,A12,clean,eval,0.994433581829071
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4136142.flac,spoof,en,LA_0014,asvspoof2019_la,A18,clean,eval,0.9943516254425049
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7182893.flac,spoof,en,LA_0014,asvspoof2019_la,A07,clean,eval,0.9948118925094604
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7061781.flac,spoof,en,LA_0032,asvspoof2019_la,A17,clean,eval,0.9901745319366455
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7858891.flac,spoof,en,LA_0039,asvspoof2019_la,A15,clean,eval,0.9860571622848511
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9512438.flac,spoof,en,LA_0012,asvspoof2019_la,A11,clean,eval,0.9931071400642395
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8143980.flac,spoof,en,LA_0022,asvspoof2019_la,A15,clean,eval,0.9929041266441345
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9128043.flac,bonafide,en,LA_0023,asvspoof2019_la,none,clean,eval,0.9900391697883606
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7238286.flac,spoof,en,LA_0039,asvspoof2019_la,A09,clean,eval,0.9834436178207397
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3027973.flac,spoof,en,LA_0046,asvspoof2019_la,A08,clean,eval,0.9941368103027344
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7152499.flac,spoof,en,LA_0033,asvspoof2019_la,A12,clean,eval,0.9942218661308289
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4981403.flac,spoof,en,LA_0034,asvspoof2019_la,A12,clean,eval,0.9918695688247681
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_2049664.flac,bonafide,en,LA_0029,asvspoof2019_la,none,clean,eval,0.9939352869987488
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7942621.flac,bonafide,en,LA_0008,asvspoof2019_la,none,clean,eval,0.9895394444465637
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3062663.flac,bonafide,en,LA_0059,asvspoof2019_la,none,clean,eval,0.9945302605628967
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8451471.flac,spoof,en,LA_0026,asvspoof2019_la,A18,clean,eval,0.9926224946975708
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5972102.flac,spoof,en,LA_0039,asvspoof2019_la,A19,clean,eval,0.9943167567253113
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5129254.flac,spoof,en,LA_0039,asvspoof2019_la,A16,clean,eval,0.9861749410629272
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1815245.flac,spoof,en,LA_0012,asvspoof2019_la,A12,clean,eval,0.9952059388160706
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6753206.flac,bonafide,en,LA_0031,asvspoof2019_la,none,clean,eval,0.9907268285751343
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4742765.flac,bonafide,en,LA_0045,asvspoof2019_la,none,clean,eval,0.9926263689994812
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4732021.flac,bonafide,en,LA_0003,asvspoof2019_la,none,clean,eval,0.9854979515075684
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4438489.flac,spoof,en,LA_0028,asvspoof2019_la,A11,clean,eval,0.9867804646492004
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6644604.flac,spoof,en,LA_0048,asvspoof2019_la,A11,clean,eval,0.9922103881835938
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3819547.flac,spoof,en,LA_0041,asvspoof2019_la,A15,clean,eval,0.9842584133148193
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7465467.flac,bonafide,en,LA_0052,asvspoof2019_la,none,clean,eval,0.9870633482933044
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8687725.flac,bonafide,en,LA_0056,asvspoof2019_la,none,clean,eval,0.9942122101783752
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6662425.flac,spoof,en,LA_0014,asvspoof2019_la,A14,clean,eval,0.9859524965286255
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5991622.flac,spoof,en,LA_0009,asvspoof2019_la,A08,clean,eval,0.9931990504264832
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3423614.flac,bonafide,en,LA_0027,asvspoof2019_la,none,clean,eval,0.9887223243713379
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_2109024.flac,spoof,en,LA_0037,asvspoof2019_la,A09,clean,eval,0.9790366291999817
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7701680.flac,spoof,en,LA_0038,asvspoof2019_la,A19,clean,eval,0.9921736717224121
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7875154.flac,spoof,en,LA_0047,asvspoof2019_la,A14,clean,eval,0.9856088757514954
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9774643.flac,spoof,en,LA_0006,asvspoof2019_la,A09,clean,eval,0.9831866025924683
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1267821.flac,spoof,en,LA_0046,asvspoof2019_la,A17,clean,eval,0.9877062439918518
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4198293.flac,spoof,en,LA_0025,asvspoof2019_la,A18,clean,eval,0.9948568344116211
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3497588.flac,spoof,en,LA_0004,asvspoof2019_la,A11,clean,eval,0.994421660900116
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6877684.flac,spoof,en,LA_0043,asvspoof2019_la,A17,clean,eval,0.9945313930511475
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4606760.flac,spoof,en,LA_0047,asvspoof2019_la,A09,clean,eval,0.9930186867713928
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9800982.flac,bonafide,en,LA_0043,asvspoof2019_la,none,clean,eval,0.9941235184669495
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3926308.flac,spoof,en,LA_0033,asvspoof2019_la,A15,clean,eval,0.9941738247871399
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8240919.flac,bonafide,en,LA_0047,asvspoof2019_la,none,clean,eval,0.993878185749054
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8339282.flac,spoof,en,LA_0035,asvspoof2019_la,A12,clean,eval,0.982712984085083
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3870549.flac,spoof,en,LA_0033,asvspoof2019_la,A10,clean,eval,0.989636242389679
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1708060.flac,spoof,en,LA_0006,asvspoof2019_la,A19,clean,eval,0.9819117784500122
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6741240.flac,bonafide,en,LA_0015,asvspoof2019_la,none,clean,eval,0.9909137487411499
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6477416.flac,spoof,en,LA_0035,asvspoof2019_la,A09,clean,eval,0.9928770661354065
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7450363.flac,spoof,en,LA_0008,asvspoof2019_la,A08,clean,eval,0.9894667267799377
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7329613.flac,spoof,en,LA_0003,asvspoof2019_la,A12,clean,eval,0.9940013289451599
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3831122.flac,spoof,en,LA_0020,asvspoof2019_la,A10,clean,eval,0.9938108325004578
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4709411.flac,spoof,en,LA_0025,asvspoof2019_la,A15,clean,eval,0.9845443367958069
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1868398.flac,spoof,en,LA_0035,asvspoof2019_la,A12,clean,eval,0.9939712882041931
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9287801.flac,spoof,en,LA_0002,asvspoof2019_la,A12,clean,eval,0.9943246245384216
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1991187.flac,spoof,en,LA_0027,asvspoof2019_la,A13,clean,eval,0.9843143224716187
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5684529.flac,spoof,en,LA_0047,asvspoof2019_la,A09,clean,eval,0.9922118186950684
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1141445.flac,spoof,en,LA_0022,asvspoof2019_la,A15,clean,eval,0.9935465455055237
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8408314.flac,bonafide,en,LA_0033,asvspoof2019_la,none,clean,eval,0.9949729442596436
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7733509.flac,spoof,en,LA_0009,asvspoof2019_la,A10,clean,eval,0.9936425685882568
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_2728718.flac,spoof,en,LA_0005,asvspoof2019_la,A11,clean,eval,0.993617057800293
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9716040.flac,spoof,en,LA_0016,asvspoof2019_la,A10,clean,eval,0.9948187470436096
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7161351.flac,spoof,en,LA_0043,asvspoof2019_la,A10,clean,eval,0.9919081330299377
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5816777.flac,spoof,en,LA_0034,asvspoof2019_la,A17,clean,eval,0.991810142993927
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6674653.flac,spoof,en,LA_0007,asvspoof2019_la,A10,clean,eval,0.9947282671928406
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1581399.flac,spoof,en,LA_0033,asvspoof2019_la,A09,clean,eval,0.9864991903305054
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5387259.flac,spoof,en,LA_0040,asvspoof2019_la,A08,clean,eval,0.9845543503761292
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8898832.flac,spoof,en,LA_0029,asvspoof2019_la,A16,clean,eval,0.9939530491828918
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6811331.flac,spoof,en,LA_0035,asvspoof2019_la,A07,clean,eval,0.9926319122314453
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_2970605.flac,bonafide,en,LA_0009,asvspoof2019_la,none,clean,eval,0.9803866744041443
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4763119.flac,spoof,en,LA_0042,asvspoof2019_la,A07,clean,eval,0.9948921203613281
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1963148.flac,spoof,en,LA_0007,asvspoof2019_la,A15,clean,eval,0.9945732951164246
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4653977.flac,spoof,en,LA_0034,asvspoof2019_la,A17,clean,eval,0.9942018389701843
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6482820.flac,spoof,en,LA_0047,asvspoof2019_la,A16,clean,eval,0.9952404499053955
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4900217.flac,spoof,en,LA_0043,asvspoof2019_la,A07,clean,eval,0.994458794593811
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_2703626.flac,spoof,en,LA_0021,asvspoof2019_la,A16,clean,eval,0.9928882718086243
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6071860.flac,spoof,en,LA_0022,asvspoof2019_la,A19,clean,eval,0.9926460981369019
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6325448.flac,spoof,en,LA_0011,asvspoof2019_la,A08,clean,eval,0.99355149269104
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3903927.flac,spoof,en,LA_0033,asvspoof2019_la,A09,clean,eval,0.9928910732269287
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4112171.flac,spoof,en,LA_0043,asvspoof2019_la,A18,clean,eval,0.9948680400848389
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8003898.flac,spoof,en,LA_0038,asvspoof2019_la,A15,clean,eval,0.9940550327301025
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1343426.flac,spoof,en,LA_0017,asvspoof2019_la,A11,clean,eval,0.9927148222923279
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3946476.flac,spoof,en,LA_0045,asvspoof2019_la,A10,clean,eval,0.986929178237915
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7837993.flac,spoof,en,LA_0046,asvspoof2019_la,A07,clean,eval,0.9802088737487793
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9452505.flac,spoof,en,LA_0024,asvspoof2019_la,A10,clean,eval,0.9935395121574402
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4717815.flac,spoof,en,LA_0019,asvspoof2019_la,A13,clean,eval,0.9933227896690369
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5033419.flac,spoof,en,LA_0009,asvspoof2019_la,A17,clean,eval,0.9887506365776062
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5633090.flac,spoof,en,LA_0024,asvspoof2019_la,A09,clean,eval,0.9924991726875305
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7387560.flac,spoof,en,LA_0014,asvspoof2019_la,A17,clean,eval,0.9889033436775208
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7530583.flac,spoof,en,LA_0010,asvspoof2019_la,A17,clean,eval,0.9886488318443298
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7233117.flac,bonafide,en,LA_0017,asvspoof2019_la,none,clean,eval,0.9939249157905579
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3568970.flac,bonafide,en,LA_0033,asvspoof2019_la,none,clean,eval,0.9947792291641235
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1787974.flac,spoof,en,LA_0006,asvspoof2019_la,A07,clean,eval,0.993209183216095
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9597400.flac,bonafide,en,LA_0046,asvspoof2019_la,none,clean,eval,0.9880409240722656
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6516770.flac,spoof,en,LA_0002,asvspoof2019_la,A13,clean,eval,0.994634747505188
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9715267.flac,bonafide,en,LA_0064,asvspoof2019_la,none,clean,eval,0.9852153062820435
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7966136.flac,spoof,en,LA_0045,asvspoof2019_la,A10,clean,eval,0.9943963289260864
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_4249952.flac,spoof,en,LA_0022,asvspoof2019_la,A07,clean,eval,0.9931944608688354
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6101021.flac,spoof,en,LA_0026,asvspoof2019_la,A10,clean,eval,0.994239330291748
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7710565.flac,spoof,en,LA_0042,asvspoof2019_la,A19,clean,eval,0.9941527247428894
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8911261.flac,spoof,en,LA_0029,asvspoof2019_la,A14,clean,eval,0.9923782348632812
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7302290.flac,spoof,en,LA_0020,asvspoof2019_la,A18,clean,eval,0.9937240481376648
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_2317263.flac,spoof,en,LA_0003,asvspoof2019_la,A18,clean,eval,0.9925075173377991
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_8863929.flac,spoof,en,LA_0018,asvspoof2019_la,A13,clean,eval,0.986831784248352
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9330438.flac,spoof,en,LA_0027,asvspoof2019_la,A08,clean,eval,0.9853578805923462
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_5857540.flac,spoof,en,LA_0028,asvspoof2019_la,A13,clean,eval,0.9941190481185913
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_3062585.flac,spoof,en,LA_0004,asvspoof2019_la,A14,clean,eval,0.9931471943855286
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_1617307.flac,bonafide,en,LA_0034,asvspoof2019_la,none,clean,eval,0.9912494421005249
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_9626513.flac,spoof,en,LA_0022,asvspoof2019_la,A17,clean,eval,0.9906376600265503
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7162397.flac,spoof,en,LA_0039,asvspoof2019_la,A17,clean,eval,0.9939954876899719
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_6227752.flac,spoof,en,LA_0042,asvspoof2019_la,A09,clean,eval,0.9784078001976013
/kaggle/input/datasets/saikrishnareddy9/asvspoof-2019-la/ASVspoof2019_LA_eval/flac/LA_E_7979741.flac,spoof,en,LA_0010,asvspoof2019_la,A18,clean,eval,0.9930968880653381
